Name;qualifiedName;Lines;BlankLines;CodeLines;CommentLines;AverageLines;AverageCommentLines;AverageComplexity;MaximumComplexity;RatioComment/Code;usesClasses;usedbyClasses;ownedFunctions;
AdminSocketClient;sca.analysis.FileLevel.ceph-master.src.common.admin_socket_client.h.AdminSocketClient;62;1;60;1; 17;0; 2; 5;0.02;[];[];['AdminSocketClient', 'AdminSocketClient'];
AdminSocketHook;sca.analysis.FileLevel.ceph-master.src.common.admin_socket.h.AdminSocket.AdminSocketHook;66;1;21; 44;6;0; 1; 1;2.10;[];[];[];
AdminSocketOutput;sca.analysis.FileLevel.ceph-master.src.test.admin_socket_output.h.AdminSocketOutput;  251; 21; 228;2; 16;0; 2; 9;0.01;[];[];['~AdminSocketOutput   ', 'AdminSocketOutput   ', 'AdminSocketOutput', 'AdminSocketOutput', 'mod_for_vstart', 'operator='];
AdminSocketTest;sca.analysis.FileLevel.ceph-master.src.test.admin_socket.cc.AdminSocketTest;19;0;19;0;3;0; 1; 1;0.00;[];[];['~BlockingHook   ', '~MyTest   ', '~MyTest2   ', 'AdminSocketTest', 'bind_and_listen', 'BlockingHook   ', 'call', 'call', 'init', 'MyTest', 'MyTest', 'MyTest2', 'MyTest2', 'operator=', 'operator=', 'operator=', 'operator=', 'shutdown   ', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST'];
AgentTimeoutCB;sca.analysis.FileLevel.ceph-master.src.osd.OSD.cc.AgentTimeoutCB; 8;0; 8;0;2;0; 1; 1;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '_add_heartbeat_peer', '_add_map', '_add_map_inc_bl', '_add_slot_waiter', '_attach_pg', '_check_full', '_check_inject_full', '_collect_metadata', '_committed_osd_maps', '_detach_pg', '_dispatch', '_enqueue', '_enqueue_front', '_finish_splits', '_get_map_bl', '_get_pgids', '_get_pgs', '_get_purged_snaps   ', '_got_mon_epochs', '_is_healthy   ', '_lookup_lock_pg', '_lookup_pg', '_make_pg', '_maybe_queue_recovery   ', '_preboot', '_prefix', '_prime_splits', '_process', '_queue_for_recovery', '_remove_heartbeat_peer', '_send_boot   ', '_send_ready_to_merge   ', '_tentative_full', '_wake_pg_slot', 'activate_map   ', 'activate_map   ', 'add_merge_waiter', 'advance_pg', 'agent_entry   ', 'agent_stop   ', '~AgentTimeoutCB   ', '~C_FinishSplits   ', '~C_OnMapCommit   ', '~C_OSD_GetVersion   ', '~C_Tick   ', '~C_Tick_WithoutOSDLock   ', '~min_size_predicate_t   ', '~OSD   ', '~OSDSocketHook   ', '~TestOpsSocketHook   ', '~unlock_guard   ', 'AgentTimeoutCB', 'asok_command', 'build_incremental_map_msg', 'build_initial_pg_history', 'C_FinishSplits', 'C_FinishSplits', 'C_OnMapCommit', 'C_OSD_GetVersion', 'C_Tick', 'C_Tick_WithoutOSDLock', 'call', 'call', 'can_inc_scrubs   ', 'cancel_pending_failures   ', 'check_backfill_full', 'check_config   ', 'check_failsafe_full', 'check_full', 'check_full_status', 'check_nearfull', 'check_osdmap_features   ', 'clear_ready_to_merge', 'clear_sent_ready_to_merge   ', 'clear_temp_objects   ', 'compute_adjusted_ratio', 'consume_map   ', 'consume_map', 'create_context   ', 'create_logger   ', 'create_recoverystate_perf   ', 'dec_scrubs_local   ', 'dec_scrubs_remote   ', 'dequeue_delete', 'dequeue_op', 'dequeue_peering_evt', 'dispatch_context', 'dispatch_op', 'dispatch_session_waiting', 'do_recovery', 'do_waiters   ', 'dump_scrub_reservations', 'enqueue_back', 'enqueue_front', 'enqueue_op', 'enqueue_peering_evt', 'final_init   ', 'final_init   ', 'finish', 'finish', 'finish', 'finish', 'finish', 'finish_recovery_op', 'get_cluster_msgr_name   ', 'get_con_osd_cluster', 'get_con_osd_hb', 'get_failsafe_full_ratio   ', 'get_hb_stamps', 'get_health_metrics   ', 'get_inc_map_bl', 'get_latest_osdmap   ', 'get_max_waiting_epoch   ', 'get_min_pg_epoch   ', 'get_mnow   ', 'get_num_cache_shards   ', 'get_num_op_threads   ', 'get_osd_compat_set   ', 'get_osd_delete_sleep   ', 'get_osd_initial_compat_set   ', 'get_osd_recovery_sleep   ', 'get_osd_snap_trim_sleep   ', 'get_perf_reports   ', 'get_recovery_max_active   ', 'get_target_pg_log_entries   ', 'get_tick_interval   ', 'get_tracked_conf_keys   ', 'got_full_map', 'got_stop_ack   ', 'handle_command', 'handle_conf_change', 'handle_fast_force_recovery', 'handle_fast_pg_create', 'handle_fast_pg_info', 'handle_fast_pg_notify', 'handle_fast_pg_query', 'handle_get_purged_snaps_reply', 'handle_misdirected_op', 'handle_osd_map', 'handle_osd_ping', 'handle_pg_create', 'handle_pg_create_info', 'handle_pg_query_nopg', 'handle_scrub', 'handle_signal', 'heap', 'heartbeat   ', 'heartbeat_check   ', 'heartbeat_entry   ', 'heartbeat_reset', 'identify_splits_and_merges', 'identify_splits_and_merges', 'inc_osd_stat_repaired   ', 'inc_scrubs_remote   ', 'init   ', 'init   ', 'is_backfillfull   ', 'is_failsafe_full   ', 'is_full   ', 'is_nearfull   ', 'load_pgs   ', 'maybe_share_map', 'maybe_update_heartbeat_peers   ', 'maybe_wait_for_max_pg', 'min_size_predicate_t', 'min_size_predicate_t', 'min_size_predicate_t', 'mkfs', 'mon_cmd_maybe_osd_create', 'ms_dispatch', 'ms_fast_dispatch', 'ms_handle_authentication', 'ms_handle_connect', 'ms_handle_fast_accept', 'ms_handle_fast_connect', 'ms_handle_refused', 'ms_handle_reset', 'need_fullness_update   ', 'need_heartbeat_peer_update   ', 'need_heartbeat_peer_update   ', 'note_down_osd', 'note_up_osd', 'op_is_discardable', 'operator', 'operator<', 'operator<', 'operator<<', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'OSD', 'osd_ping_time_t   ', 'osd_ping_time_t', 'osd_ping_time_t', 'osdmap_subscribe', 'OSDService', 'OSDShard', 'OSDSocketHook', 'OSDSocketHook', 'peek_meta', 'pre_init   ', 'prepare_to_stop   ', 'prime_merges', 'prime_splits', 'probe_smart', 'promote_throttle_recalibrate   ', 'prune_pg_created   ', 'prune_sent_ready_to_merge', 'queue_check_readable', 'queue_for_pg_delete', 'queue_for_scrub', 'queue_for_snap_trim', 'queue_renew_lease', 'queue_want_pg_temp', 'queue_want_up_thru', 'read_superblock   ', 'recursive_remove_collection', 'release_reserved_pushes', 'remove_want_pg_temp', 'reply_op_error', 'reply_op_error', 'request_full_map', 'requeue_failures   ', 'requeue_pg_temp   ', 'require_mon_or_mgr_peer', 'require_mon_peer', 'require_osd_peer', 'require_same_or_newer_map', 'require_same_peer_instance', 'resched_all_scrubs   ', 'resume_creating_pg   ', 'retrieve_epochs', 'sched_scrub   ', 'scrub_load_below_threshold   ', 'scrub_purged_snaps   ', 'scrub_random_backoff   ', 'scrub_sleep_time', 'scrub_time_permit', 'ScrubJob', 'send_alive   ', 'send_failures   ', 'send_full_update   ', 'send_map', 'send_message_osd_cluster', 'send_message_osd_cluster', 'send_pg_created', 'send_pg_created   ', 'send_pg_temp   ', 'send_still_alive', 'set_epochs', 'set_not_ready_to_merge_source', 'set_numa_affinity   ', 'set_osd_stat', 'set_ready_to_merge_source', 'set_statfs', 'shutdown   ', 'shutdown   ', 'shutdown_reserver   ', 'start_boot   ', 'start_shutdown   ', 'start_waiting_for_healthy   ', 'tentative_backfill_full', 'test_ops', 'TestOpsSocketHook', 'TestOpsSocketHook', 'TestOpsSocketHook', 'tick   ', 'tick_without_osd_lock   ', 'trim_maps', 'try_finish_pg_delete', 'try_finish_pg_delete', 'try_get_map', 'twiddle', 'unlock_guard', 'unlock_guard', 'unprime_split_children', 'update_crush_device_class   ', 'update_crush_location   ', 'update_pg_epoch', 'wait_for_new_map', 'wait_min_pg_epoch', 'write_meta', 'write_superblock'];
AioTestData;sca.analysis.FileLevel.ceph-master.src.test.libradosstriper.aio.cc.AioTestData;15;2;13;0;3;0; 1; 1;0.00;[];[];['AioTestData', 'AioTestData   ', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F'];
AioTestData;sca.analysis.FileLevel.ceph-master.src.test.libradosstriper.aio.cc.AioTestData;44;3;41;0; 11;0; 2; 3;0.00;[];[];['AioTestData', 'AioTestData   ', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F'];
AioTestDataEC;sca.analysis.FileLevel.ceph-master.src.test.librados.aio.cc.AioTestData.AioTestDataEC;44;3;41;0; 11;0; 2; 3;0.00;[];[];[];
AioTestDataPP;sca.analysis.FileLevel.ceph-master.src.test.librados.aio_cxx.cc.AioTestDataECPP.AioTestDataPP;48;5;43;0;9;0; 1; 3;0.00;[];[];[];
AioWriter;sca.analysis.FileLevel.ceph-master.src.test.omap_bench.h.AioWriter;23;1;22;0;3;0; 1; 2;0.00;[];[];['~OmapBench   ', '~Writer   ', 'AioWriter', 'o_bench_data   ', 'OmapBench   ', 'OmapBench', 'OmapBench', 'operator=', 'operator=', 'operator=', 'Writer'];
alerts.module.Alerts;sca.analysis.FileLevel.ceph-master.src.pybind.mgr.alerts.module.py.Alerts;  248; 20; 205; 25; 18;2; 4;11;0.12;[];[];['__init__   ', '_diff   ', '_send_alert   ', '_send_alert_smtp   ', '_smtp_format_alert   ', 'config_notify   ', 'handle_command   ', 'serve   ', 'shutdown   '];
AliasHandler;sca.analysis.FileLevel.ceph-master.src.mon.FSCommands.cc.AddDataPoolHandler.AliasHandler;23;3;20;0;1;0; 1; 1;0.00;[];[];[];
Allocator;sca.analysis.FileLevel.ceph-master.src.os.bluestore.Allocator.h.Allocator;  126; 14;98; 16; 10;0; 1; 8;0.16;[];[];['allocate', 'Allocator', 'dump   ', 'dump', 'get_free   ', 'init_add_free', 'init_rm_free', 'operator=', 'shutdown   '];
Allocator::SocketHook;sca.analysis.FileLevel.ceph-master.src.os.bluestore.Allocator.cc.Allocator::SocketHook;80;3;77;1; 23;0; 5; 9;0.01;[];[];['[unnamed]   ', '[unnamed]', '[unnamed]', '~Allocator   ', '~SocketHook   ', 'Allocator', 'call', 'create', 'get_fragmentation_score   ', 'get_name   ', 'operator=', 'release', 'SocketHook', 'SocketHook'];
AllocatorLevel;sca.analysis.FileLevel.ceph-master.src.os.bluestore.fastbmap_allocator_impl.h.AllocatorLevel;22;5;17;0;2;0; 1; 1;0.00;[];[];['_allocate_l0', '_allocate_l2', '_children_per_slot   ', '_children_per_slot   ', '_children_per_slot   ', '_children_per_slot   ', '_fragment_and_emplace', '_free_l1', '_free_l2', '_get_fragmentation   ', '_init', '_is_empty_l0', '_is_empty_l1', '_is_slot_fully_allocated', '_level_granularity   ', '_level_granularity   ', '_level_granularity   ', '_mark_alloc_l1', '_mark_alloc_l1_l0', '_mark_allocated', '_mark_free', '_mark_free_l0', '_mark_free_l1_l0', '_mark_l2_allocated', '_mark_l2_free', '_mark_l2_on_l1', '_shutdown   ', '~AllocatorLevel   ', '~AllocatorLevel01   ', '~AllocatorLevel01Compact   ', '~search_ctx_t   ', 'AllocatorLevel', 'AllocatorLevel01', 'AllocatorLevel01', 'claim_free_to_left', 'claim_free_to_left_l1', 'claim_free_to_right', 'claim_free_to_right_l1', 'collect_stats', 'collect_stats', 'collect_stats', 'debug_get_allocated', 'debug_get_allocated', 'debug_get_free', 'find_next_set_bit', 'get_available   ', 'get_fragmentation   ', 'get_min_alloc_size   ', 'get_min_alloc_size   ', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'reset   ', 'search_ctx_t', 'search_ctx_t'];
AllocatorLevel01;sca.analysis.FileLevel.ceph-master.src.os.bluestore.fastbmap_allocator_impl.h.AllocatorLevel.AllocatorLevel01;35;5;30;3;4;0; 1; 2;0.10;[];[];[];
AllocatorLevel01Loose;sca.analysis.FileLevel.ceph-master.src.os.bluestore.fastbmap_allocator_impl.h.AllocatorLevel.AllocatorLevel01.AllocatorLevel01Compact.AllocatorLevel01Loose;  846; 79; 727; 39; 36;1; 6;30;0.05;[];[];[];
AllocatorLevel02;sca.analysis.FileLevel.ceph-master.src.os.bluestore.fastbmap_allocator_impl.h.AllocatorLevel.AllocatorLevel01.AllocatorLevel01Compact.AllocatorLevel01Loose.AllocatorLevel02;  307; 32; 266;9;1;0; 1; 1;0.03;[];[];[];
AllocTest;sca.analysis.FileLevel.ceph-master.src.test.objectstore.Allocator_aging_fragmentation.cc.AllocTest;95; 11;83;3; 21;0; 3; 9;0.04;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]', '~Scenario   ', 'AllocTest   ', 'AllocTracker   ', 'do_fill', 'do_free', 'doAgingTest', 'free_random   ', 'init_alloc', 'init_close   ', 'INSTANTIATE_TEST_CASE_P', 'pop_random', 'PrintTo', 'push', 'TearDownTestCase   ', 'TEST_P', 'TEST_P', 'TEST_P'];
AllocTest;sca.analysis.FileLevel.ceph-master.src.test.objectstore.Allocator_aging_fragmentation.cc.AllocTest;93;4;88;1; 11;0; 2; 5;0.01;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]', '~Scenario   ', 'AllocTest   ', 'AllocTracker   ', 'do_fill', 'do_free', 'doAgingTest', 'free_random   ', 'init_alloc', 'init_close   ', 'INSTANTIATE_TEST_CASE_P', 'pop_random', 'PrintTo', 'push', 'TearDownTestCase   ', 'TEST_P', 'TEST_P', 'TEST_P'];
AllocTracker;sca.analysis.FileLevel.ceph-master.src.test.objectstore.Allocator_aging_fragmentation.cc.AllocTest.AllocTracker;77;6;69;3; 10;0; 3; 8;0.04;[];[];[];
AllocTracker;sca.analysis.FileLevel.ceph-master.src.test.objectstore.Allocator_aging_fragmentation.cc.AllocTest.AllocTracker;35;3;32;0; 13;0; 2; 3;0.00;[];[];[];
Anchor;sca.analysis.FileLevel.ceph-master.src.mds.Anchor.h.Anchor;47;3;44;2;5;0; 1; 3;0.05;[];[];['Anchor   ', 'Anchor', 'Anchor', 'Anchor', 'decode', 'encode', 'OpenedAnchor', 'OpenedAnchor', 'operator=', 'operator=', 'operator=', 'operator==', 'RecoveredAnchor   '];
AnonymizedImage;sca.analysis.FileLevel.ceph-master.src.rbd_replay.rbd-replay-prep.cc.AnonymizedImage;32;3;29;0;7;0; 2; 3;0.00;[];[];['anonymize', 'AnonymizedImage', 'completed', 'FieldLookup', 'FieldLookup', 'FieldLookup', 'id   ', 'image_name   ', 'init', 'insert_thread_stops', 'insert_ts', 'int64', 'issued_io', 'latest_io   ', 'main', 'map_image_snap', 'operator=', 'process_event', 'Processor   ', 'Processor', 'Processor', 'require_image', 'run', 'serialize_events', 'string', 'Thread', 'Thread', 'uint64', 'usage', 'usage_exit', 'write_banner'];
arp;sca.analysis.FileLevel.ceph-master.src.msg.async.dpdk.ARP.h.arp;84;0;84;0;7;0; 1; 2;0.00;[];[];['~arp_for   ', 'arp', 'arp', 'arp_for', 'arp_for_protocol', 'arp_hdr', 'arp_hdr', 'arp_hdr   ', 'C_handle_arp_timeout', 'do_request', 'handle_request', 'hton   ', 'hton   ', 'l2self   ', 'ntoh   ', 'ntoh   ', 'received', 'run   ', 'send', 'set_self_addr'];
arp_for;sca.analysis.FileLevel.ceph-master.src.msg.async.dpdk.ARP.h.arp.arp_for;  117;5; 112;0;1;0; 1; 1;0.00;[];[];[];
arp_for::C_handle_arp_timeout;sca.analysis.FileLevel.ceph-master.src.msg.async.dpdk.ARP.h.arp.arp_for.arp_for::C_handle_arp_timeout;20;2;18;0;1;0; 1; 1;0.00;[];[];[];
arp_for_protocol;sca.analysis.FileLevel.ceph-master.src.msg.async.dpdk.ARP.h.arp.arp_for.arp_for::C_handle_arp_timeout.arp_for_protocol;19;0;19;0;3;0; 1; 1;0.00;[];[];[];
AsioFrontend;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_asio_frontend.cc.AsioFrontend;  326; 34; 234; 15; 30;1; 4; 8;0.06;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '~Guard   ', '~RGWAsioFrontend   ', 'accept', 'add', 'AsioFrontend', 'AsioFrontend', 'AsioFrontend', 'close', 'Connection', 'ctx   ', 'drop_privileges', 'Guard', 'Guard', 'Impl', 'Impl', 'Impl', 'init   ', 'init   ', 'join   ', 'join   ', 'Listener', 'make_stack_allocator   ', 'operator=', 'parse_endpoint', 'parse_port', 'pause   ', 'pause_for_new_config   ', 'recv_body', 'RGWAsioFrontend', 'run   ', 'stop   ', 'stop   ', 'StreamIO', 'unpause', 'unpause_with_new_config', 'write_data'];
AsioRados;sca.analysis.FileLevel.ceph-master.src.test.librados.asio.cc.AsioRados;38;3;30;5; 12;1; 2; 4;0.17;[];[];['[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', '[unnamed]', 'main', 'SetUpTestCase   ', 'TearDownTestCase   ', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F', 'TEST_F'];
